Flight Number,Departure,Arrival,Aircraft,Flight Time,Airline
MH2712,WMKK,WBGS,B738,02:00,Malaysia Airlines
MH601,WMKK,WSSS,B738,00:40,Malaysia Airlines
MH871,WMKK,WARR,B738,02:15,Malaysia Airlines
MH123,WMKK,YSSY,A359,08:20,Malaysia Airlines
MH366,WMKK,RCTP,"B738, A359",04:05,Malaysia Airlines
MH2660,WMKK,WBKW,B738,02:25,Malaysia Airlines
MH36,WMKK,RJTT,A359,06:45,Malaysia Airlines
MH88,WMKK,RJAA,A359,06:45,Malaysia Airlines
MH8816,WMKK,ZWWW,A359,06:00,Malaysia Airlines
MH390,WMKK,ZSAM,B738,03:55,Malaysia Airlines
MH740,WMKK,VYYY,B738,02:15,Malaysia Airlines
MH857,WMKK,WAHI,B738,02:00,Malaysia Airlines
MH138,YPAD,WMKK,A359,07:15,Malaysia Airlines
MH1205,WMKA,WMKK,B738,01:00,Malaysia Airlines
MH132,NZAA,WMKK,A359,10:50,Malaysia Airlines
MH775,VTBS,WMKK,B738,01:40,Malaysia Airlines
MH319,ZBAD,WMKK,A359,05:30,Malaysia Airlines
MH105,VOBL,WMKK,B738,03:45,Malaysia Airlines
MH2743,WBGB,WMKK,B738,01:50,Malaysia Airlines
MH134,YBBN,WMKK,A359,08:05,Malaysia Airlines
MH181,VOMM,WMKK,B738,03:25,Malaysia Airlines
MH773,VTCC,WMKK,B738,02:35,Malaysia Airlines
MH8517,RPLC,WMKK,A359,03:15,Malaysia Airlines
MH109,VOCI,WMKK,B738,03:50,Malaysia Airlines
MH178,VCBI,WMKK,B738,03:15,Malaysia Airlines
MH749,VVDN,WMKK,B738,02:20,Malaysia Airlines
MH173,VIDP,WMKK,"B738, A359",05:00,Malaysia Airlines
MH714,WADD,WMKK,"B738, A359",02:35,Malaysia Airlines
MH103,VGHS,WMKK,"B738, A359",03:30,Malaysia Airlines
MH161,OTHH,WMKK,A359,07:20,Malaysia Airlines
MH377,ZGGG,WMKK,A359,03:25,Malaysia Airlines
MH753,VVNB,WMKK,B738,02:45,Malaysia Airlines
MH751,VVTS,WMKK,B738,01:30,Malaysia Airlines
MH73,VHHH,WMKK,B738,03:20,Malaysia Airlines
MH199,VOHS,WMKK,B738,03:55,Malaysia Airlines
MH710,WIII,WMKK,B738,01:35,Malaysia Airlines
MH151,OEJN,WMKK,A359,08:50,Malaysia Airlines
MH1038,WMKJ,WMKK,B738,00:35,Malaysia Airlines
MH115,VNKT,WMKK,B738,04:10,Malaysia Airlines
MH185,VECC,WMKK,B738,03:15,Malaysia Airlines
MH1385,WMKC,WMKK,B738,00:45,Malaysia Airlines
MH2603,WBKK,WMKK,B738,02:05,Malaysia Airlines
MH1327,WMKN,WMKK,B738,00:45,Malaysia Airlines
MH1269,WMKD,WMKK,B738,00:30,Malaysia Airlines
MH2505,WBGG,WMKK,B738,01:30,Malaysia Airlines
MH2609,WBKL,WMKK,B738,02:10,Malaysia Airlines
MH1433,WMKL,WMKK,B738,02:15,Malaysia Airlines
MH1,EGLL,WMKK,A359,13:00,Malaysia Airlines
MH844,WICA,WMKK,B738,01:45,Malaysia Airlines
MH484,VRMM,WMKK,B738,03:55,Malaysia Airlines
MH705,RPLL,WMKK,B738,03:15,Malaysia Airlines
MH861,WIMM,WMKK,B738,00:40,Malaysia Airlines
MH153,OEMA,WMKK,A359,08:45,Malaysia Airlines
MH128,YMML,WMKK,A359,08:00,Malaysia Airlines
MH2551,WBGR,WMKK,B738,01:50,Malaysia Airlines
MH175,VABB,WMKK,"B738, A359",04:40,Malaysia Airlines
MH53,RJBB,WMKK,A359,06:10,Malaysia Airlines
MH21,LFPG,WMKK,A359,12:00,Malaysia Airlines
MH840,WIBB,WMKK,B738,00:40,Malaysia Airlines
MH1133,WMKP,WMKK,B738,00:50,Malaysia Airlines
MH124,YPPH,WMKK,B738,05:15,Malaysia Airlines
MH755,VDPP,WMKK,B738,01:25,Malaysia Airlines
MH787,VTSP,WMKK,B738,01:05,Malaysia Airlines
MH2669,WBKS,WMKK,B738,02:35,Malaysia Airlines
MH67,RKSI,WMKK,A359,05:50,Malaysia Airlines
MH389,ZSPD,WMKK,A359,04:55,Malaysia Airlines
MH2715,WBGS,WMKK,B738,02:00,Malaysia Airlines
MH602,WSSS,WMKK,B738,00:40,Malaysia Airlines
MH870,WARR,WMKK,B738,02:15,Malaysia Airlines
MH122,YSSY,WMKK,A359,08:20,Malaysia Airlines
MH367,RCTP,WMKK,"B738, A359",04:05,Malaysia Airlines
MH2661,WBKW,WMKK,B738,02:25,Malaysia Airlines
MH37,RJTT,WMKK,A359,06:45,Malaysia Airlines
MH71,RJAA,WMKK,A359,06:45,Malaysia Airlines
MH8817,ZWWW,WMKK,A359,06:00,Malaysia Airlines
MH391,ZSAM,WMKK,B738,03:55,Malaysia Airlines
MH741,VYYY,WMKK,B738,02:15,Malaysia Airlines
MH856,WAHI,WMKK,B738,02:00,Malaysia Airlines
WY411,OOMS,OJAI,"B38M, B788",03:10,Oman Air
WY171,OOMS,EHAM,B788,06:55,Oman Air
WY427,OOMS,ORBI,B38M,02:35,Oman Air
,ORBI,EKCH,B38M,06:00,Oman Air
WY653,OOMS,OBBI,B38M,01:10,Oman Air
WY811,OOMS,VTBS,"B38M, B788",05:40,Oman Air
WY281,OOMS,VOBL,B38M,03:05,Oman Air
WY405,OOMS,HECA,B38M,03:35,Oman Air
WY251,OOMS,VOMM,B38M,03:25,Oman Air
WY223,OOMS,VOCI,B38M,03:10,Oman Air
WY693,OOMS,OEDF,B38M,01:20,Oman Air
WY707,OOMS,HTDA,B38M,05:00,Oman Air
WY241,OOMS,VIDP,B38M,02:35,Oman Air
WY317,OOMS,VGHS,B38M,04:10,Oman Air
WY661,OOMS,OTHH,B38M,01:05,Oman Air
WY601,OOMS,OMDB,B38M,00:40,Oman Air
WY117,OOMS,EDDF,"B788, A333",06:40,Oman Air
WY217,OOMS,VOGA,B38M,02:30,Oman Air
WY231,OOMS,VOHS,B38M,02:55,Oman Air
WY165,OOMS,LTFM,B38M,04:20,Oman Air
WY849,OOMS,WIII,B788,07:40,Oman Air
WY671,OOMS,OEJN,B38M,02:30,Oman Air
WY323,OOMS,OPKC,B38M,01:20,Oman Air
WY931,OOMS,OOKB,B38M,00:45,Oman Air
WY291,OOMS,VOCL,B38M,03:05,Oman Air
WY821,OOMS,WMKK,"B38M, B788",06:35,Oman Air
WY643,OOMS,OKKK,B38M,01:40,Oman Air
WY101,OOMS,EGLL,"B788, A333",07:15,Oman Air
WY265,OOMS,VILK,B38M,03:00,Oman Air
WY843,OOMS,RPLL,B788,08:15,Oman Air
WY677,OOMS,OEMA,B38M,02:30,Oman Air
WY143,OOMS,LIMC,B788,06:25,Oman Air
WY183,OOMS,UUEE,"B38M, A333",05:00,Oman Air
WY201,OOMS,VABB,"B38M, A333",02:10,Oman Air
WY123,OOMS,EDDM,B38M,06:30,Oman Air
WY131,OOMS,LFPG,B788,07:15,Oman Air
WY831,OOMS,VTSP,B38M,05:40,Oman Air
WY681,OOMS,OERK,B38M,01:40,Oman Air
WY147,OOMS,LIRF,B38M,05:55,Oman Air
WY903,OOMS,OOSA,"B38M, A333",01:15,Oman Air
WY211,OOMS,VOTV,B38M,03:25,Oman Air
WY167,OOMS,LTCG,B38M,03:20,Oman Air
WY705,OOMS,HTZA,B38M,04:55,Oman Air
WY153,OOMS,LSZH,B38M,07:35,Oman Air
WY412,OJAI,OOMS,"B38M, B788",03:10,Oman Air
WY172,EHAM,OOMS,B788,06:55,Oman Air
WY426,ORBI,OOMS,B38M,02:35,Oman Air
,EKCH,ORBI,B38M,05:30,Oman Air
WY654,OBBI,OOMS,B38M,01:10,Oman Air
WY812,VTBS,OOMS,"B38M, B788",05:40,Oman Air
WY282,VOBL,OOMS,B38M,03:05,Oman Air
WY406,HECA,OOMS,B38M,03:35,Oman Air
WY252,VOMM,OOMS,B38M,03:25,Oman Air
WY224,VOCI,OOMS,B38M,03:10,Oman Air
WY694,OEDF,OOMS,B38M,01:20,Oman Air
WY706,HTDA,OOMS,B38M,05:00,Oman Air
WY242,VIDP,OOMS,B38M,02:35,Oman Air
WY318,VGHS,OOMS,B38M,04:10,Oman Air
WY662,OTHH,OOMS,B38M,01:05,Oman Air
WY602,OMDB,OOMS,B38M,00:40,Oman Air
WY118,EDDF,OOMS,"B788, A333",06:40,Oman Air
WY218,VOGA,OOMS,B38M,02:30,Oman Air
WY232,VOHS,OOMS,B38M,02:55,Oman Air
WY166,LTFM,OOMS,B38M,04:20,Oman Air
WY850,WIII,OOMS,B788,07:40,Oman Air
WY672,OEJN,OOMS,B38M,02:30,Oman Air
WY324,OPKC,OOMS,B38M,01:20,Oman Air
WY932,OOKB,OOMS,B38M,00:45,Oman Air
WY292,VOCL,OOMS,B38M,03:05,Oman Air
WY822,WMKK,OOMS,"B38M, B788",06:35,Oman Air
WY644,OKKK,OOMS,B38M,01:40,Oman Air
WY102,EGLL,OOMS,"B788, A333",07:15,Oman Air
WY266,VILK,OOMS,B38M,03:00,Oman Air
WY844,RPLL,OOMS,B788,08:15,Oman Air
WY678,OEMA,OOMS,B38M,02:30,Oman Air
WY144,LIMC,OOMS,B788,06:25,Oman Air
WY184,UUEE,OOMS,"B38M, A333",05:00,Oman Air
WY202,VABB,OOMS,"B38M, A333",02:10,Oman Air
WY124,EDDM,OOMS,B38M,06:30,Oman Air
WY132,LFPG,OOMS,B788,07:15,Oman Air
WY832,VTSP,OOMS,B38M,05:40,Oman Air
WY682,OERK,OOMS,B38M,01:40,Oman Air
WY148,LIRF,OOMS,B38M,05:55,Oman Air
WY904,OOSA,OOMS,"B38M, A333",01:15,Oman Air
WY212,VOTV,OOMS,B38M,03:25,Oman Air
WY168,LTCG,OOMS,B38M,03:20,Oman Air
WY708,HTZA,OOMS,B38M,04:55,Oman Air
WY154,LSZH,OOMS,B38M,07:35,Oman Air
QF1952,YPAD,YBAS,E190,01:55,Qantas
QF175,YPAD,NZAA,B738,04:00,Qantas
QF1926,YPAD,YBBN,E190,02:25,Qantas
QF1972,YPAD,YSCB,E190,01:20,Qantas
QF1950,YPAD,YPDN,E190,03:35,Qantas
QF1966,YPAD,YBCG,E190,02:10,Qantas
QF1982,YPAD,YMHB,E190,01:35,Qantas
QF2142,YPAD,YKSC,DH8D,00:15,Qantas
QF670,YPAD,YMML,B738,01:00,Qantas
QF2252,YPAD,YMTG,DH8D,00:50,Qantas
QF1968,YPAD,YWLM,E190,01:45,Qantas
QF883,YPAD,YPPH,B738,02:45,Qantas
QF2267,YPAD,YPLC,DH8D,00:35,Qantas
QF2069,YPAD,YWHA,DH8D,00:30,Qantas
QF1955,YBAS,YPAD,E190,01:55,Qantas
QF176,NZAA,YPAD,B738,04:40,Qantas
QF1927,YBBN,YPAD,E190,02:25,Qantas
QF1975,YSCB,YPAD,E190,01:20,Qantas
QF1951,YPDN,YPAD,E190,03:35,Qantas
QF1967,YBCG,YPAD,E190,02:10,Qantas
QF1981,YMHB,YPAD,E190,01:35,Qantas
QF2143,YKSC,YPAD,DH8D,00:15,Qantas
QF673,YMML,YPAD,B738,01:00,Qantas
QF2253,YMTG,YPAD,DH8D,00:50,Qantas
QF1969,YWLM,YPAD,E190,01:45,Qantas
QF882,YPPH,YPAD,B738,02:45,Qantas
QF2266,YPLC,YPAD,DH8D,00:35,Qantas
QF2068,YWHA,YPAD,DH8D,00:30,Qantas
QF2385,YBBN,YMAY,DH8D,01:40,Qantas
QF1962,YBBN,YBAS,E190,02:35,Qantas
QF197,YBBN,NSFA,B738,04:45,Qantas
QF119,YBBN,NZAA,A333,03:00,Qantas
QF2546,YBBN,YBAR,DH8D,01:20,Qantas
,YBAR,YLRE,DH8D,00:20,Qantas
QF2544,YBBN,YBCK,DH8D,01:15,Qantas
,YBCK,YLRE,DH8D,00:25,Qantas
QF2320,YBBN,YBUD,DH8D,00:35,Qantas
QF708,YBBN,YBCS,"B738, E190",01:55,Qantas
QF1901,YBBN,YSCB,E190,01:20,Qantas
QF135,YBBN,NZCH,B738,03:15,Qantas
QF1860,YBBN,YPDN,E190,03:35,Qantas
QF2400,YBBN,YEML,DH8D,01:05,Qantas
QF1916,YBBN,YGLA,E190,00:45,Qantas
QF2680,YBBN,YPGV,E190,03:10,Qantas
QF1898,YBBN,YBHM,E190,01:15,Qantas
QF2374,YBBN,YHBA,DH8D,00:35,Qantas
QF1029,YBBN,YMHB,B738,02:25,Qantas
QF357,YBBN,AGGH,E190,02:40,Qantas
QF1923,YBBN,YMLT,E190,02:15,Qantas
QF2542,YBBN,YLRE,DH8D,01:25,Qantas
QF15,YBBN,KLAX,A333,13:50,Qantas
QF980,YBBN,YBMK,"B738, E190",01:10,Qantas
QF97,YBBN,RPLL,A333,07:25,Qantas
QF605,YBBN,YMML,"B738, BCS3",01:55,Qantas
QF2536,YBBN,YMLS,DH8D,00:35,Qantas
QF2450,YBBN,YMRB,DH8D,01:15,Qantas
QF1076,YBBN,YBMA,"B738, E190",02:05,Qantas
QF1919,YBBN,YWLM,"E190, DH8D",01:00,Qantas
QF183,YBBN,YSNF,B738,02:00,Qantas
QF89,YBBN,NWWW,B738,02:00,Qantas
QF165,YBBN,PTRO,B738,05:45,Qantas
QF933,YBBN,YPPH,B738,06:05,Qantas
QF911,YBBN,YPPD,B738,04:25,Qantas
QF2171,YBBN,YPMQ,DH8D,00:50,Qantas
QF57,YBBN,AYPY,B738,02:45,Qantas
QF159,YBBN,NVVV,B738,02:15,Qantas
QF2526,YBBN,YBPN,DH8D,01:20,Qantas
QF185,YBBN,NZQN,B738,03:10,Qantas
QF1890,YBBN,YBRK,"E190, DH8D",00:50,Qantas
QF51,YBBN,WSSS,A333,07:25,Qantas
QF61,YBBN,RJAA,A333,08:50,Qantas
QF750,YBBN,YBTL,B738,01:40,Qantas
QF2362,YBBN,YSWG,DH8D,01:30,Qantas
QF355,YBBN,NZWN,E190,03:15,Qantas
QF2386,YMAY,YBBN,DH8D,01:40,Qantas
QF1971,YBAS,YBBN,E190,02:35,Qantas
QF198,NSFA,YBBN,B738,04:45,Qantas
QF120,NZAA,YBBN,A333,03:00,Qantas
QF2319,YBUD,YBBN,DH8D,00:35,Qantas
QF707,YBCS,YBBN,"B738, E190",01:55,Qantas
QF1902,YSCB,YBBN,E190,01:20,Qantas
QF134,NZCH,YBBN,B738,03:15,Qantas
QF1861,YPDN,YBBN,E190,03:35,Qantas
QF2401,YEML,YBBN,DH8D,01:05,Qantas
QF1915,YGLA,YBBN,E190,00:45,Qantas
QF2681,YPGV,YBBN,E190,03:10,Qantas
QF1899,YBHM,YBBN,E190,01:15,Qantas
QF2375,YHBA,YBBN,DH8D,00:35,Qantas
QF1028,YMHB,YBBN,B738,02:25,Qantas
QF358,AGGH,YBBN,E190,02:40,Qantas
QF1922,YMLT,YBBN,E190,02:15,Qantas
QF2543,YLRE,YBBN,DH8D,01:25,Qantas
QF16,KLAX,YBBN,A333,13:50,Qantas
QF981,YBMK,YBBN,"B738, E190",01:10,Qantas
QF98,RPLL,YBBN,A333,07:00,Qantas
QF600,YMML,YBBN,"B738, BCS3",01:55,Qantas
QF2537,YMLS,YBBN,DH8D,00:35,Qantas
QF2451,YMRB,YBBN,DH8D,01:15,Qantas
QF1077,YBMA,YBBN,"B738, E190",02:05,Qantas
QF1900,YWLM,YBBN,"E190, DH8D",01:00,Qantas
QF184,YSNF,YBBN,B738,02:00,Qantas
QF90,NWWW,YBBN,B738,02:00,Qantas
QF166,PTRO,YBBN,B738,05:45,Qantas
QF932,YPPH,YBBN,B738,06:05,Qantas
QF912,YPPD,YBBN,B738,04:25,Qantas
QF2170,YPMQ,YBBN,DH8D,00:50,Qantas
QF58,AYPY,YBBN,B738,02:45,Qantas
QF160,NVVV,YBBN,B738,02:15,Qantas
QF2527,YBPN,YBBN,DH8D,01:20,Qantas
QF186,NZQN,YBBN,B738,03:10,Qantas
QF1891,YBRK,YBBN,"E190, DH8D",00:50,Qantas
QF52,WSSS,YBBN,A333,07:25,Qantas
QF62,RJAA,YBBN,A333,08:50,Qantas
QF751,YBTL,YBBN,B738,01:40,Qantas
QF2363,YSWG,YBBN,DH8D,01:30,Qantas
QF356,NZWN,YBBN,E190,03:15,Qantas
QF1991,YBCS,YAYE,B712,02:25,Qantas
QF2488,YBCS,YHID,DH8D,01:20,Qantas
QF1867,YBCS,YBTL,"DH8D, E190",00:35,Qantas
QF2478,YBCS,YBWP,DH8D,01:00,Qantas
QF1992,YAYE,YBCS,,02:25,Qantas
QF2489,YHID,YBCS,,01:20,Qantas
QF1866,YBTL,YBCS,,00:35,Qantas
QF2479,YBWP,YBCS,,01:00,Qantas
QF1960,YPDN,YBAS,E190,02:00,Qantas
QF1982,YPDN,YSCB,E190,04:00,Qantas
QF351,YPDN,WPDL,E190,01:15,Qantas
QF113,YPDN,WSSS,B738,04:45,Qantas
QF1961,YBAS,YPDN,E190,02:00,Qantas
QF1983,YSCB,YPDN,E190,04:20,Qantas
QF350,WPDL,YPDN,E190,01:15,Qantas
QF114,WSSS,YPDN,B738,04:30,Qantas
QF2046,YMML,YMAY,DH8D,00:40,Qantas
QF796,YMML,YBAS,B738,02:30,Qantas
QF151,YMML,NZAA,B738,03:25,Qantas
QF45,YMML,WADD,B738,05:25,Qantas
QF2087,YMML,YWYY,DH8D,00:50,Qantas
QF702,YMML,YBCS,B738,03:00,Qantas
QF948,YMML,YSCB,"B738, BCS3",00:50,Qantas
QF133,YMML,NZCH,B738,03:10,Qantas
QF1572,YMML,YCFS,BCS3,01:35,Qantas
QF21,YMML,KDFW,B789,14:55,Qantas
QF1864,YMML,YPDN,E190,03:55,Qantas
QF69,YMML,VIDP,A333,12:10,Qantas
QF2051,YMML,YDPO,DH8D,00:50,Qantas
QF874,YMML,YBCG,B738,01:50,Qantas
QF576,YMML,YBHM,B738,02:35,Qantas
QF1005,YMML,YMHB,"B738, BCS3",01:00,Qantas
QF29,YMML,VHHH,A333,09:25,Qantas
QF105,YMML,PHNL,A333,10:15,Qantas
QF39,YMML,WIII,A333,06:30,Qantas
QF1543,YMML,YMLT,BCS3,00:55,Qantas
QF93,YMML,KLAX,"B789, A388",14:00,Qantas
QF2124,YMML,YMER,DH8D,00:55,Qantas
QF2078,YMML,YMIA,DH8D,00:55,Qantas
QF1598,YMML,YWLM,B712,01:10,Qantas
QF767,YMML,YPPH,"B738, B789",03:30,Qantas
QF177,YMML,NZQN,B738,02:50,Qantas
QF35,YMML,WSSS,A333,07:10,Qantas
QF916,YMML,YBSU,B738,02:00,Qantas
QF79,YMML,RJAA,A333,09:50,Qantas
QF1988,YMML,YBTL,E190,02:45,Qantas
QF2036,YMML,YSWG,DH8D,00:45,Qantas
QF171,YMML,NZWN,B738,03:25,Qantas
QF2047,YMAY,YMML,DH8D,00:40,Qantas
QF797,YBAS,YMML,B738,02:30,Qantas
QF152,NZAA,YMML,B738,03:25,Qantas
QF46,WADD,YMML,B738,05:25,Qantas
QF2088,YWYY,YMML,DH8D,00:50,Qantas
QF703,YBCS,YMML,B738,03:00,Qantas
QF959,YSCB,YMML,"B738, BCS3",00:50,Qantas
QF132,NZCH,YMML,B738,03:10,Qantas
QF1573,YCFS,YMML,BCS3,01:35,Qantas
QF22,KDFW,YMML,B789,14:55,Qantas
QF1865,YPDN,YMML,E190,03:55,Qantas
QF70,VIDP,YMML,A333,12:10,Qantas
QF2050,YDPO,YMML,DH8D,00:50,Qantas
QF875,YBCG,YMML,B738,01:50,Qantas
QF577,YBHM,YMML,B738,02:35,Qantas
QF1004,YMHB,YMML,"B738, BCS3",01:00,Qantas
QF30,VHHH,YMML,A333,09:25,Qantas
QF106,PHNL,YMML,A333,11:05,Qantas
QF40,WIII,YMML,A333,06:30,Qantas
QF1544,YMLT,YMML,BCS3,00:55,Qantas
QF94,KLAX,YMML,"B789, A388",14:00,Qantas
QF2125,YMER,YMML,DH8D,00:55,Qantas
QF2077,YMIA,YMML,DH8D,00:55,Qantas
QF1597,YWLM,YMML,B712,01:10,Qantas
QF764,YPPH,YMML,"B738, B789",03:30,Qantas
QF178,NZQN,YMML,B738,02:50,Qantas
QF36,WSSS,YMML,A333,07:10,Qantas
QF917,YBSU,YMML,B738,02:00,Qantas
QF80,RJAA,YMML,A333,09:50,Qantas
QF1987,YBTL,YMML,E190,02:45,Qantas
QF2035,YSWG,YMML,DH8D,00:45,Qantas
QF172,NZWN,YMML,B738,03:25,Qantas
QF111,YPPH,NZAA,A333,05:45,Qantas
QF2958,YPPH,YBGD,B738,01:25,Qantas
QF1652,YPPH,YBRM,B712,02:15,Qantas
QF2912,YPPH,YBLN,B712,00:40,Qantas
QF856,YPPH,YSCB,B738,03:55,Qantas
QF2718,YPPH,YSCD,B712,01:00,Qantas
QF2918,YPPH,YCHK,B712,01:40,Qantas
QF2916,YPPH,YFDF,B712,01:50,Qantas
QF1604,YPPH,YPDN,B738,03:30,Qantas
QF2920,YPPH,YEWA,B712,01:45,Qantas
QF1612,YPPH,YGEL,B712,00:40,Qantas
QF2752,YPPH,YGIA,B712,01:40,Qantas
QF1672,YPPH,YMHB,A320,03:25,Qantas
QF2930,YPPH,YIBO,B712,01:50,Qantas
QF65,YPPH,FAOR,A333,10:40,Qantas
QF1200,YPPH,YPKG,"B738, B712",00:50,Qantas
QF1212,YPPH,YPKA,"B738, B712",01:45,Qantas
QF1600,YPPH,YPLM,B712,01:30,Qantas
QF9,YPPH,EGLL,B789,16:30,Qantas
QF1668,YPPH,YWLM,A320,03:45,Qantas
QF1086,YPPH,YNWN,"B738, B712",01:25,Qantas
QF1662,YPPH,YOLW,B712,01:40,Qantas
QF1616,YPPH,YPBO,B712,01:25,Qantas
QF33,YPPH,LFPG,B789,16:25,Qantas
QF361,YPPH,YPPD,"B712, A320",01:50,Qantas
,YPPD,YPXM,A320,02:20,Qantas
,YPXM,YPCC,A320,01:25,Qantas
,YPPD,YPCC,A320,03:20,Qantas
,YPCC,YPXM,A320,01:40,Qantas
QF5,YPPH,LIRF,B789,15:50,Qantas
QF71,YPPH,WSSS,A333,04:55,Qantas
QF2900,YPPH,YSOL,B712,01:45,Qantas
QF2964,YPPH,YANG,B712,01:40,Qantas
QF2762,YPPH,YWDC,B738,01:45,Qantas
QF112,NZAA,YPPH,A333,07:30,Qantas
QF2959,YBGD,YPPH,B738,01:25,Qantas
QF1653,YBRM,YPPH,B712,02:15,Qantas
QF2913,YBLN,YPPH,B712,00:40,Qantas
QF857,YSCB,YPPH,B738,03:55,Qantas
QF2719,YSCD,YPPH,B712,01:00,Qantas
QF2919,YCHK,YPPH,B712,01:40,Qantas
QF364,YPXM,YPPH,A320,03:25,Qantas
QF2917,YFDF,YPPH,B712,01:50,Qantas
QF362,YPCC,YPPH,A320,03:40,Qantas
QF1605,YPDN,YPPH,B738,03:30,Qantas
QF2921,YEWA,YPPH,B712,01:45,Qantas
QF1613,YGEL,YPPH,B712,00:40,Qantas
QF2753,YGIA,YPPH,B712,01:40,Qantas
QF1673,YMHB,YPPH,A320,05:00,Qantas
QF2931,YIBO,YPPH,B712,01:50,Qantas
QF66,FAOR,YPPH,A333,09:25,Qantas
QF1201,YPKG,YPPH,"B738, B712",00:50,Qantas
QF1213,YPKA,YPPH,"B738, B712",01:45,Qantas
QF1601,YPLM,YPPH,B712,01:30,Qantas
QF10,EGLL,YPPH,B789,16:30,Qantas
QF1669,YWLM,YWLM,A320,05:30,Qantas
QF1087,YNWN,YPPH,"B738, B712",01:25,Qantas
QF1663,YOLW,YPPH,B712,01:40,Qantas
QF1617,YPBO,YPPH,B712,01:25,Qantas
QF34,LFPG,YPPH,B789,15:50,Qantas
QF1205,YPPD,YPPH,B712,01:50,Qantas
QF72,WSSS,YPPH,A333,04:55,Qantas
QF2901,YSOL,YPPH,B712,01:45,Qantas
QF2965,YANG,YPPH,B712,01:40,Qantas
QF2763,YWDC,YPPH,B738,01:45,Qantas
QF730,YSSY,YPAD,B738,02:05,Qantas
QF2205,YSSY,YMAY,DH8D,01:15,Qantas
QF790,YSSY,YBAS,B738,03:20,Qantas
QF2020,YSSY,YARM,DH8D,01:20,Qantas
QF3,YSSY,NZAA,"B789, B738, A333",02:40,Qantas
,NZAA,KJFK,B789,16:50,Qantas
QF43,YSSY,WADD,A333,05:45,Qantas
QF2062,YSSY,YBNA,DH8D,01:30,Qantas
QF23,YSSY,VTBS,A333,09:10,Qantas
QF1409,YSSY,YBDG,DH8D,02:10,Qantas
QF67,YSSY,VOBL,A333,11:15,Qantas
QF500,YSSY,YBBN,B738,01:30,Qantas
QF2017,YSSY,YBHI,DH8D,02:35,Qantas
QF1042,YSSY,YBRM,B738,05:15,Qantas
QF922,YSSY,YBCS,"B738, A333",03:05,Qantas
QF1450,YSSY,YSCB,DH8D,00:55,Qantas
QF137,YSSY,NZCH,B738,02:40,Qantas
QF2106,YSSY,YCFS,DH8D,01:10,Qantas
QF2623,YSSY,YCOM,DH8D,00:35,Qantas
QF7,YSSY,KDFW,"B789, A388",15:05,Qantas
QF840,YSSY,YPDN,B738,04:30,Qantas
QF2038,YSSY,YSDU,DH8D,01:05,Qantas
QF594,YSSY,YBCG,B738,01:25,Qantas
QF2121,YSSY,YGTH,DH8D,01:35,Qantas
QF578,YSSY,YBHM,B738,02:25,Qantas
QF995,YSSY,YMHB,BCS3,01:55,Qantas
QF127,YSSY,VHHH,A388,09:00,Qantas
QF103,YSSY,PHNL,A333,09:55,Qantas
QF41,YSSY,WIII,A333,06:45,Qantas
QF63,YSSY,FAOR,A388,13:00,Qantas
QF1563,YSSY,YMLT,BCS3,01:45,Qantas
QF2260,YSSY,YLHI,DH8D,01:10,Qantas
QF11,YSSY,KLAX,"A388, B789",13:45,Qantas
QF19,YSSY,RPLL,A333,07:25,Qantas
QF401,YSSY,YMML,"B738, A333",01:35,Qantas
QF2177,YSSY,YMER,DH8D,00:35,Qantas
QF1401,YSSY,YMIA,DH8D,02:20,Qantas
QF2180,YSSY,YMOR,DH8D,01:35,Qantas
QF101,YSSY,NFFN,B738,03:55,Qantas
QF179,YSSY,YSNF,B738,02:05,Qantas
QF91,YSSY,NWWW,B738,02:30,Qantas
QF2011,YSSY,YORG,DH8D,00:55,Qantas
QF645,YSSY,YPPH,"B738, A333",04:55,Qantas
QF2160,YSSY,YPMQ,DH8D,01:05,Qantas
QF191,YSSY,AYPY,B738,03:20,Qantas
QF121,YSSY,NZQN,B738,02:25,Qantas
QF73,YSSY,KSFO,B789,14:15,Qantas
QF27,YSSY,SCEL,B789,12:30,Qantas
QF107,YSSY,RJCC,A333,10:45,Qantas
QF87,YSSY,RKSI,A333,10:05,Qantas
QF129,YSSY,ZSPD,A333,09:25,Qantas
QF1,YSSY,WSSS,"A388, A333",07:35,Qantas
,WSSS,EGLL,A388,14:10,Qantas
QF902,YSSY,YBSU,B738,01:35,Qantas
QF2002,YSSY,YSTW,DH8D,01:05,Qantas
QF25,YSSY,RJTT,"B789, A333",09:35,Qantas
QF189,YSSY,NFTF,B738,04:15,Qantas
QF1412,YSSY,YBWW,DH8D,01:40,Qantas
QF1990,YSSY,YBTL,E190,02:50,Qantas
QF75,YSSY,CYVR,B789,15:00,Qantas
QF2225,YSSY,YSWG,DH8D,01:20,Qantas
QF161,YSSY,NZWN,B738,02:45,Qantas
QF728,YSSY,YAYE,B738,03:30,Qantas
QF730,YPAD,YSSY,B738,02:05,Qantas
QF2202,YMAY,YSSY,DH8D,01:15,Qantas
QF791,YBAS,YSSY,B738,03:20,Qantas
QF2019,YARM,YSSY,DH8D,01:20,Qantas
QF4,NZAA,YSSY,"B789, B738, A333",02:40,Qantas
,KJFK,NZAA,B789,16:50,Qantas
QF44,WADD,YSSY,A333,05:45,Qantas
QF2063,YBNA,YSSY,DH8D,01:30,Qantas
